timestamp,machine_id,temp_nozzle,pressure_injection,cooling_time
2026-03-01 08:00:56,PRESS_01,228.98,89.97,15.0
2026-03-01 08:00:57,PRESS_01,230.24,88.39,15.0
2026-03-01 08:00:58,PRESS_01,228.27,90.54,15.0
2026-03-01 08:00:59,PRESS_01,232.18,90.81,15.0
2026-03-01 08:01:00,PRESS_01,230.11,90.17,15.0
2026-03-01 08:01:01,PRESS_01,229.69,92.37,15.0
2026-03-01 08:01:02,PRESS_01,229.39,87.29,15.0
2026-03-01 08:01:03,PRESS_01,228.1,90.16,15.0
2026-03-01 08:01:04,PRESS_01,231.27,90.47,15.0
2026-03-01 08:01:05,PRESS_01,229.62,90.92,15.0
2026-03-01 08:01:06,PRESS_01,230.22,91.65,15.0
2026-03-01 08:01:07,PRESS_01,231.59,88.09,15.0
2026-03-01 08:01:08,PRESS_01,227.19,89.3,15.0
2026-03-01 08:01:09,PRESS_01,228.78,91.66,15.0
2026-03-01 08:01:10,PRESS_01,229.13,86.25,15.0
2026-03-01 08:01:11,PRESS_01,229.31,87.02,15.0
2026-03-01 08:01:12,PRESS_01,231.91,90.94,15.0
2026-03-01 08:01:13,PRESS_01,230.78,91.07,15.0
2026-03-01 08:01:14,PRESS_01,231.01,92.27,15.0
2026-03-01 08:01:15,PRESS_01,229.35,87.16,15.0
2026-03-01 08:01:16,PRESS_01,228.98,89.91,15.0
2026-03-01 08:01:17,PRESS_01,226.92,92.29,15.0
2026-03-01 08:01:18,PRESS_01,227.72,91.2,15.0
2026-03-01 08:01:19,PRESS_01,229.8,90.57,15.0
2026-03-01 08:01:20,PRESS_01,229.43,90.43,15.0
2026-03-01 08:01:21,PRESS_01,229.43,88.89,15.0
2026-03-01 08:01:22,PRESS_01,228.92,93.05,15.0
2026-03-01 08:01:23,PRESS_01,230.44,90.42,15.0
2026-03-01 08:01:24,PRESS_01,228.95,89.53,15.0
2026-03-01 08:01:25,PRESS_01,228.82,89.02,15.0
2026-03-01 08:01:26,PRESS_01,228.55,93.18,15.0
2026-03-01 08:01:27,PRESS_01,229.09,88.25,15.0
2026-03-01 08:01:28,PRESS_01,228.41,88.46,15.0
2026-03-01 08:01:29,PRESS_01,229.41,89.9,15.0
2026-03-01 08:01:30,PRESS_01,229.23,86.8,15.0
2026-03-01 08:01:31,PRESS_01,228.18,91.36,15.0
2026-03-01 08:01:32,PRESS_01,229.85,91.3,15.0
2026-03-01 08:01:33,PRESS_01,230.94,90.3,15.0
2026-03-01 08:01:34,PRESS_01,228.52,90.38,15.0
2026-03-01 08:01:35,PRESS_01,231.68,89.11,15.0
2026-03-01 08:01:36,PRESS_01,230.41,89.97,15.0
2026-03-01 08:01:37,PRESS_01,231.65,88.64,15.0
2026-03-01 08:01:38,PRESS_01,231.38,89.25,15.0
2026-03-01 08:01:39,PRESS_01,229.17,90.22,15.0
2026-03-01 08:01:40,PRESS_01,230.41,93.82,15.0
2026-03-01 08:01:41,PRESS_01,230.38,90.39,15.0
2026-03-01 08:01:42,PRESS_01,231.92,91.2,15.0
2026-03-01 08:01:43,PRESS_01,229.23,92.71,15.0
2026-03-01 08:01:44,PRESS_01,229.11,88.7,15.0
2026-03-01 08:01:45,PRESS_01,228.98,88.13,15.0
2026-03-01 08:01:46,PRESS_01,230.4,89.48,15.0
2026-03-01 08:01:47,PRESS_01,225.83,89.46,15.0
2026-03-01 08:01:48,PRESS_01,229.38,91.79,15.0
2026-03-01 08:01:49,PRESS_01,229.32,95.08,15.0
2026-03-01 08:01:50,PRESS_01,231.68,89.22,15.0
2026-03-01 08:01:51,PRESS_01,231.38,91.05,15.0
2026-03-01 08:01:52,PRESS_01,230.28,91.61,15.0
2026-03-01 08:01:53,PRESS_01,230.06,90.48,15.0
2026-03-01 08:01:54,PRESS_01,230.99,94.1,15.0
2026-03-01 08:01:55,PRESS_01,230.3,89.09,15.0
2026-03-01 08:01:56,PRESS_01,227.56,93.92,15.0
2026-03-01 08:01:57,PRESS_01,229.68,91.07,15.0
2026-03-01 08:01:58,PRESS_01,232.29,90.46,15.0
2026-03-01 08:01:59,PRESS_01,229.77,92.84,15.0
2026-03-01 08:02:00,PRESS_01,230.55,91.17,15.0
2026-03-01 08:02:01,PRESS_01,228.17,92.41,15.0
2026-03-01 08:02:02,PRESS_01,230.45,87.26,15.0
2026-03-01 08:02:03,PRESS_01,230.58,85.87,15.0
2026-03-01 08:02:04,PRESS_01,232.81,87.8,15.0
2026-03-01 08:02:05,PRESS_01,231.93,88.37,15.0
2026-03-01 08:02:06,PRESS_01,230.67,88.18,15.0
2026-03-01 08:02:07,PRESS_01,231.2,89.53,15.0
2026-03-01 08:02:08,PRESS_01,230.56,90.03,15.0
2026-03-01 08:02:09,PRESS_01,228.36,91.01,15.0
2026-03-01 08:02:10,PRESS_01,229.4,92.09,15.0
2026-03-01 08:02:11,PRESS_01,229.72,89.85,15.0
2026-03-01 08:02:12,PRESS_01,232.02,94.76,15.0
2026-03-01 08:02:13,PRESS_01,230.94,89.43,15.0
2026-03-01 08:02:14,PRESS_01,229.55,88.36,15.0
2026-03-01 08:02:15,PRESS_01,229.25,89.45,15.0
2026-03-01 08:02:16,PRESS_01,232.36,89.61,15.0
2026-03-01 08:02:17,PRESS_01,228.53,90.08,15.0
2026-03-01 08:02:18,PRESS_01,230.21,90.07,15.0
2026-03-01 08:02:19,PRESS_01,230.96,90.14,15.0
2026-03-01 08:02:20,PRESS_01,230.92,88.44,15.0
2026-03-01 08:02:21,PRESS_01,232.14,90.5,15.0
2026-03-01 08:02:22,PRESS_01,230.48,88.43,15.0
2026-03-01 08:02:23,PRESS_01,230.57,91.3,15.0
2026-03-01 08:02:24,PRESS_01,228.6,86.68,15.0
2026-03-01 08:02:25,PRESS_01,230.35,89.02,15.0
2026-03-01 08:02:26,PRESS_01,230.31,87.42,15.0
2026-03-01 08:02:27,PRESS_01,228.13,90.41,15.0
2026-03-01 08:02:28,PRESS_01,229.58,85.78,15.0
2026-03-01 08:02:29,PRESS_01,231.61,87.38,15.0
2026-03-01 08:02:30,PRESS_01,233.09,88.75,15.0
2026-03-01 08:02:31,PRESS_01,230.48,93.29,15.0
2026-03-01 08:02:32,PRESS_01,231.78,93.97,15.0
2026-03-01 08:02:33,PRESS_01,228.17,87.73,15.0
2026-03-01 08:02:34,PRESS_01,230.27,91.68,15.0
2026-03-01 08:02:35,PRESS_01,229.99,86.72,15.0
2026-03-01 08:02:36,PRESS_01,230.6,89.61,15.0
2026-03-01 08:02:37,PRESS_01,229.75,85.44,15.0
2026-03-01 08:02:38,PRESS_01,230.96,90.29,15.0
2026-03-01 08:02:39,PRESS_01,232.15,89.85,15.0
2026-03-01 08:02:40,PRESS_01,230.68,91.66,15.0
2026-03-01 08:02:41,PRESS_01,227.9,95.23,15.0
2026-03-01 08:02:42,PRESS_01,229.48,90.99,15.0
2026-03-01 08:02:43,PRESS_01,230.77,88.37,15.0
2026-03-01 08:02:44,PRESS_01,232.22,90.53,15.0
2026-03-01 08:02:45,PRESS_01,229.74,90.28,15.0
2026-03-01 08:02:46,PRESS_01,230.92,90.02,15.0
2026-03-01 08:02:47,PRESS_01,231.06,86.63,15.0
2026-03-01 08:02:48,PRESS_01,229.1,85.72,15.0
2026-03-01 08:02:49,PRESS_01,232.4,93.97,15.0
2026-03-01 08:02:50,PRESS_01,230.75,87.97,15.0
2026-03-01 08:02:51,PRESS_01,232.87,88.79,15.0
2026-03-01 08:02:52,PRESS_01,229.74,90.32,15.0
2026-03-01 08:02:53,PRESS_01,230.54,91.29,15.0
2026-03-01 08:02:54,PRESS_01,230.82,89.71,15.0
2026-03-01 08:02:55,PRESS_01,230.8,89.62,15.0
2026-03-01 08:02:56,PRESS_01,230.7,90.99,15.0
2026-03-01 08:02:57,PRESS_01,230.92,91.28,15.0
2026-03-01 08:02:58,PRESS_01,229.47,90.92,15.0
2026-03-01 08:02:59,PRESS_01,230.78,87.42,15.0
2026-03-01 08:03:00,PRESS_01,229.67,91.22,15.0
2026-03-01 08:03:01,PRESS_01,232.05,91.65,15.0
2026-03-01 08:03:02,PRESS_01,232.13,89.2,15.0
2026-03-01 08:03:03,PRESS_01,230.3,91.61,15.0
2026-03-01 08:03:04,PRESS_01,227.21,93.02,15.0
2026-03-01 08:03:05,PRESS_01,227.77,91.99,15.0
2026-03-01 08:03:06,PRESS_01,230.82,85.32,15.0
2026-03-01 08:03:07,PRESS_01,227.25,92.86,15.0
2026-03-01 08:03:08,PRESS_01,231.46,88.24,15.0
2026-03-01 08:03:09,PRESS_01,228.94,91.03,15.0
2026-03-01 08:03:10,PRESS_01,229.98,92.11,15.0
2026-03-01 08:03:11,PRESS_01,230.58,93.17,15.0
2026-03-01 08:03:12,PRESS_01,231.16,91.44,15.0
2026-03-01 08:03:13,PRESS_01,229.58,89.15,15.0
2026-03-01 08:03:14,PRESS_01,229.94,93.68,15.0
2026-03-01 08:03:15,PRESS_01,229.51,90.52,15.0
2026-03-01 08:03:16,PRESS_01,227.31,91.35,15.0
2026-03-01 08:03:17,PRESS_01,232.71,88.13,15.0
2026-03-01 08:03:18,PRESS_01,233.81,90.36,15.0
2026-03-01 08:03:19,PRESS_01,226.91,89.23,15.0
2026-03-01 08:03:20,PRESS_01,231.6,94.0,15.0
2026-03-01 08:03:21,PRESS_01,230.86,93.14,15.0
2026-03-01 08:03:22,PRESS_01,228.59,88.64,15.0
2026-03-01 08:03:23,PRESS_01,227.98,88.79,15.0
2026-03-01 08:03:24,PRESS_01,230.91,90.43,15.0
2026-03-01 08:03:25,PRESS_01,231.04,88.13,15.0
2026-03-01 08:03:26,PRESS_01,228.95,90.41,15.0
2026-03-01 08:03:27,PRESS_01,229.28,92.6,15.0
2026-03-01 08:03:28,PRESS_01,229.25,89.01,15.0
2026-03-01 08:03:29,PRESS_01,230.5,89.22,15.0
2026-03-01 08:03:30,PRESS_01,228.52,87.8,15.0
2026-03-01 08:03:31,PRESS_01,230.65,87.28,15.0
2026-03-01 08:03:32,PRESS_01,231.68,88.62,15.0
2026-03-01 08:03:33,PRESS_01,230.74,88.74,15.0
2026-03-01 08:03:34,PRESS_01,228.9,90.49,15.0
2026-03-01 08:03:35,PRESS_01,231.26,89.51,15.0
2026-03-01 08:03:36,PRESS_01,229.92,91.61,15.0
2026-03-01 08:03:37,PRESS_01,231.01,89.92,15.0
2026-03-01 08:03:38,PRESS_01,229.47,90.17,15.0
2026-03-01 08:03:39,PRESS_01,229.77,90.63,15.0
2026-03-01 08:03:40,PRESS_01,228.57,90.55,15.0
2026-03-01 08:03:41,PRESS_01,229.14,91.81,15.0
2026-03-01 08:03:42,PRESS_01,229.19,88.69,15.0
2026-03-01 08:03:43,PRESS_01,230.53,90.03,15.0
2026-03-01 08:03:44,PRESS_01,232.73,86.74,15.0
2026-03-01 08:03:45,PRESS_01,230.13,92.26,15.0
2026-03-01 08:03:46,PRESS_01,229.31,88.18,15.0
2026-03-01 08:03:47,PRESS_01,228.95,86.78,15.0
2026-03-01 08:03:48,PRESS_01,231.62,89.34,15.0
2026-03-01 08:03:49,PRESS_01,229.46,85.75,15.0
2026-03-01 08:03:50,PRESS_01,228.28,92.93,15.0
2026-03-01 08:03:51,PRESS_01,230.36,92.33,15.0
2026-03-01 08:03:52,PRESS_01,231.25,88.0,15.0
2026-03-01 08:03:53,PRESS_01,232.92,93.9,15.0
2026-03-01 08:03:54,PRESS_01,229.32,82.86,15.0
2026-03-01 08:03:55,PRESS_01,229.57,90.48,15.0
2026-03-01 08:03:56,PRESS_01,229.32,89.56,15.0
2026-03-01 08:03:57,PRESS_01,229.01,91.84,15.0
2026-03-01 08:03:58,PRESS_01,230.08,91.9,15.0
2026-03-01 08:03:59,PRESS_01,231.47,85.65,15.0
2026-03-01 08:04:00,PRESS_01,229.08,88.75,15.0
2026-03-01 08:04:01,PRESS_01,233.09,90.3,15.0
2026-03-01 08:04:02,PRESS_01,230.98,86.24,15.0
2026-03-01 08:04:03,PRESS_01,230.17,91.96,15.0
2026-03-01 08:04:04,PRESS_01,231.03,91.25,15.0
2026-03-01 08:04:05,PRESS_01,230.02,90.12,15.0
2026-03-01 08:04:06,PRESS_01,227.97,88.2,15.0
2026-03-01 08:04:07,PRESS_01,230.28,88.57,15.0
2026-03-01 08:04:08,PRESS_01,230.83,90.93,15.0
2026-03-01 08:04:09,PRESS_01,231.64,91.92,15.0
2026-03-01 08:04:10,PRESS_01,230.27,91.5,15.0
2026-03-01 08:04:11,PRESS_01,231.21,88.99,15.0
2026-03-01 08:04:12,PRESS_01,229.6,89.81,15.0
2026-03-01 08:04:13,PRESS_01,229.43,92.03,15.0
2026-03-01 08:04:14,PRESS_01,229.25,92.5,15.0
2026-03-01 08:04:15,PRESS_01,229.56,90.94,15.0
2026-03-01 08:04:16,PRESS_01,230.2,88.05,15.0
2026-03-01 08:04:17,PRESS_01,229.98,90.67,15.0
2026-03-01 08:04:18,PRESS_01,229.92,87.31,15.0
2026-03-01 08:04:19,PRESS_01,232.04,90.18,15.0
2026-03-01 08:04:20,PRESS_01,229.05,93.24,15.0
2026-03-01 08:04:21,PRESS_01,230.74,87.6,15.0
2026-03-01 08:04:22,PRESS_01,228.75,89.56,15.0
2026-03-01 08:04:23,PRESS_01,230.36,91.25,15.0
2026-03-01 08:04:24,PRESS_01,231.14,91.08,15.0
2026-03-01 08:04:25,PRESS_01,231.62,90.25,15.0
2026-03-01 08:04:26,PRESS_01,229.09,89.99,15.0
2026-03-01 08:04:27,PRESS_01,229.92,84.84,15.0
2026-03-01 08:04:28,PRESS_01,229.33,90.63,15.0
2026-03-01 08:04:29,PRESS_01,229.49,88.71,15.0
2026-03-01 08:04:30,PRESS_01,231.09,88.17,15.0
2026-03-01 08:04:31,PRESS_01,230.85,87.33,15.0
2026-03-01 08:04:32,PRESS_01,233.31,89.57,15.0
2026-03-01 08:04:33,PRESS_01,229.61,92.29,15.0
2026-03-01 08:04:34,PRESS_01,229.5,92.91,15.0
2026-03-01 08:04:35,PRESS_01,230.45,89.76,15.0
2026-03-01 08:04:36,PRESS_01,229.73,92.42,15.0
2026-03-01 08:04:37,PRESS_01,230.28,90.86,15.0
2026-03-01 08:04:38,PRESS_01,230.65,90.27,15.0
2026-03-01 08:04:39,PRESS_01,230.62,89.76,15.0
2026-03-01 08:04:40,PRESS_01,229.94,87.76,15.0
2026-03-01 08:04:41,PRESS_01,230.36,86.56,15.0
2026-03-01 08:04:42,PRESS_01,230.34,89.44,15.0
2026-03-01 08:04:43,PRESS_01,230.45,87.9,15.0
2026-03-01 08:04:44,PRESS_01,227.46,89.3,15.0
2026-03-01 08:04:45,PRESS_01,228.74,86.44,15.0
2026-03-01 08:04:46,PRESS_01,230.92,93.2,15.0
2026-03-01 08:04:47,PRESS_01,229.04,89.85,15.0
2026-03-01 08:04:48,PRESS_01,229.63,88.68,15.0
2026-03-01 08:04:49,PRESS_01,230.8,92.02,15.0
2026-03-01 08:04:50,PRESS_01,228.96,90.09,15.0
2026-03-01 08:04:51,PRESS_01,231.54,91.38,15.0
2026-03-01 08:04:52,PRESS_01,231.01,92.74,15.0
2026-03-01 08:04:53,PRESS_01,231.63,92.06,15.0
2026-03-01 08:04:54,PRESS_01,230.17,89.24,15.0
2026-03-01 08:04:55,PRESS_01,230.12,88.93,15.0
2026-03-01 08:04:56,PRESS_01,227.66,89.44,15.0
2026-03-01 08:04:57,PRESS_01,230.43,88.83,15.0
2026-03-01 08:04:58,PRESS_01,229.77,89.69,15.0
2026-03-01 08:04:59,PRESS_01,231.63,89.28,15.0
2026-03-01 08:05:00,PRESS_01,231.63,84.58,15.0
2026-03-01 08:05:01,PRESS_01,231.62,92.59,15.0
2026-03-01 08:05:02,PRESS_01,231.08,85.98,15.0
2026-03-01 08:05:03,PRESS_01,231.22,89.9,15.0
2026-03-01 08:05:04,PRESS_01,226.96,92.6,15.0
2026-03-01 08:05:05,PRESS_01,231.73,86.19,15.0
2026-03-01 08:05:06,PRESS_01,230.21,92.78,15.0
2026-03-01 08:05:07,PRESS_01,231.48,91.67,15.0
2026-03-01 08:05:08,PRESS_01,226.82,91.46,15.0
2026-03-01 08:05:09,PRESS_01,229.74,91.99,15.0
2026-03-01 08:05:10,PRESS_01,230.31,89.96,15.0
2026-03-01 08:05:11,PRESS_01,230.77,89.66,15.0
2026-03-01 08:05:12,PRESS_01,229.97,88.89,15.0
2026-03-01 08:05:13,PRESS_01,228.07,91.14,15.0
2026-03-01 08:05:14,PRESS_01,229.03,89.6,15.0
2026-03-01 08:05:15,PRESS_01,230.34,85.83,15.0
2026-03-01 08:05:16,PRESS_01,227.77,89.4,15.0
2026-03-01 08:05:17,PRESS_01,230.55,91.49,15.0
2026-03-01 08:05:18,PRESS_01,228.09,91.27,15.0
2026-03-01 08:05:19,PRESS_01,229.71,88.23,15.0
2026-03-01 08:05:20,PRESS_01,229.22,91.6,15.0
2026-03-01 08:05:21,PRESS_01,230.33,90.1,15.0
2026-03-01 08:05:22,PRESS_01,230.29,91.86,15.0
2026-03-01 08:05:23,PRESS_01,229.88,90.11,15.0
2026-03-01 08:05:24,PRESS_01,231.37,89.34,15.0
2026-03-01 08:05:25,PRESS_01,230.74,88.99,15.0
2026-03-01 08:05:26,PRESS_01,229.5,89.79,15.0
2026-03-01 08:05:27,PRESS_01,230.62,92.39,15.0
2026-03-01 08:05:28,PRESS_01,230.12,87.0,15.0
2026-03-01 08:05:29,PRESS_01,230.76,94.91,15.0
2026-03-01 08:05:30,PRESS_01,230.13,86.58,15.0
2026-03-01 08:05:31,PRESS_01,230.2,89.99,15.0
2026-03-01 08:05:32,PRESS_01,229.9,91.89,15.0
2026-03-01 08:05:33,PRESS_01,231.65,91.37,15.0
2026-03-01 08:05:34,PRESS_01,229.84,92.25,15.0
2026-03-01 08:05:35,PRESS_01,228.21,88.57,15.0
2026-03-01 08:05:36,PRESS_01,229.27,89.94,15.0
2026-03-01 08:05:37,PRESS_01,230.61,89.6,15.0
2026-03-01 08:05:38,PRESS_01,228.91,91.95,15.0
2026-03-01 08:05:39,PRESS_01,229.72,90.2,15.0
2026-03-01 08:05:40,PRESS_01,230.66,90.08,15.0
2026-03-01 08:05:41,PRESS_01,230.05,92.06,15.0
2026-03-01 08:05:42,PRESS_01,230.18,91.73,15.0
2026-03-01 08:05:43,PRESS_01,230.65,94.03,15.0
2026-03-01 08:05:44,PRESS_01,230.49,91.28,15.0
2026-03-01 08:05:45,PRESS_01,231.32,90.13,15.0
2026-03-01 08:05:46,PRESS_01,229.23,89.05,15.0
2026-03-01 08:05:47,PRESS_01,229.44,88.1,15.0
2026-03-01 08:05:48,PRESS_01,230.38,88.74,15.0
2026-03-01 08:05:49,PRESS_01,230.23,89.68,15.0
2026-03-01 08:05:50,PRESS_01,229.95,91.11,15.0
2026-03-01 08:05:51,PRESS_01,229.35,91.28,15.0
2026-03-01 08:05:52,PRESS_01,231.88,90.69,15.0
2026-03-01 08:05:53,PRESS_01,229.06,88.77,15.0
2026-03-01 08:05:54,PRESS_01,229.7,88.81,15.0
2026-03-01 08:05:55,PRESS_01,228.81,90.31,15.0
2026-03-01 08:05:56,PRESS_01,229.73,90.38,15.0
2026-03-01 08:05:57,PRESS_01,231.42,89.53,15.0
2026-03-01 08:05:58,PRESS_01,228.58,89.2,15.0
2026-03-01 08:05:59,PRESS_01,230.92,91.35,15.0
2026-03-01 08:06:00,PRESS_01,230.62,88.75,15.0
2026-03-01 08:06:01,PRESS_01,230.9,91.95,15.0
2026-03-01 08:06:02,PRESS_01,229.17,89.92,15.0
2026-03-01 08:06:03,PRESS_01,232.42,88.52,15.0
2026-03-01 08:06:04,PRESS_01,227.95,92.77,15.0
2026-03-01 08:06:05,PRESS_01,231.36,89.09,15.0
2026-03-01 08:06:06,PRESS_01,229.86,87.55,15.0
2026-03-01 08:06:07,PRESS_01,230.11,92.33,15.0
2026-03-01 08:06:08,PRESS_01,229.35,91.75,15.0
2026-03-01 08:06:09,PRESS_01,230.56,91.16,15.0
2026-03-01 08:06:10,PRESS_01,229.42,89.29,15.0
2026-03-01 08:06:11,PRESS_01,227.78,88.87,15.0
2026-03-01 08:06:12,PRESS_01,231.4,88.14,15.0
2026-03-01 08:06:13,PRESS_01,229.06,91.28,15.0
2026-03-01 08:06:14,PRESS_01,230.48,91.38,15.0
2026-03-01 08:06:15,PRESS_01,228.6,95.13,15.0
2026-03-01 08:06:16,PRESS_01,228.54,90.31,15.0
2026-03-01 08:06:17,PRESS_01,229.81,87.63,15.0
2026-03-01 08:06:18,PRESS_01,229.56,90.05,15.0
2026-03-01 08:06:19,PRESS_01,229.22,91.87,15.0
2026-03-01 08:06:20,PRESS_01,229.81,87.32,15.0
2026-03-01 08:06:21,PRESS_01,228.29,91.21,15.0
2026-03-01 08:06:22,PRESS_01,228.22,90.63,15.0
2026-03-01 08:06:23,PRESS_01,230.53,88.01,15.0
2026-03-01 08:06:24,PRESS_01,231.07,86.56,15.0
2026-03-01 08:06:25,PRESS_01,230.36,89.92,15.0
2026-03-01 08:06:26,PRESS_01,229.86,87.64,15.0
2026-03-01 08:06:27,PRESS_01,228.88,93.24,15.0
2026-03-01 08:06:28,PRESS_01,231.46,91.48,15.0
2026-03-01 08:06:29,PRESS_01,231.13,91.69,15.0
2026-03-01 08:06:30,PRESS_01,229.61,90.1,15.0
2026-03-01 08:06:31,PRESS_01,228.23,89.82,15.0
2026-03-01 08:06:32,PRESS_01,231.42,88.68,15.0
2026-03-01 08:06:33,PRESS_01,231.23,90.18,15.0
2026-03-01 08:06:34,PRESS_01,228.34,87.79,15.0
2026-03-01 08:06:35,PRESS_01,231.1,91.11,15.0
2026-03-01 08:06:36,PRESS_01,230.12,89.45,15.0
2026-03-01 08:06:37,PRESS_01,230.25,91.76,15.0
2026-03-01 08:06:38,PRESS_01,231.77,93.05,15.0
2026-03-01 08:06:39,PRESS_01,230.45,89.66,15.0
2026-03-01 08:06:40,PRESS_01,230.18,91.04,15.0
2026-03-01 08:06:41,PRESS_01,230.62,92.62,15.0
2026-03-01 08:06:42,PRESS_01,232.54,89.59,15.0
2026-03-01 08:06:43,PRESS_01,232.59,92.34,15.0
2026-03-01 08:06:44,PRESS_01,229.88,93.0,15.0
2026-03-01 08:06:45,PRESS_01,232.02,89.08,15.0
2026-03-01 08:06:46,PRESS_01,232.08,92.15,15.0
2026-03-01 08:06:47,PRESS_01,232.84,89.15,15.0
2026-03-01 08:06:48,PRESS_01,229.58,85.95,15.0
2026-03-01 08:06:49,PRESS_01,230.69,90.75,15.0
2026-03-01 08:06:50,PRESS_01,229.32,89.84,15.0
2026-03-01 08:06:51,PRESS_01,228.43,92.4,15.0
2026-03-01 08:06:52,PRESS_01,229.41,96.19,15.0
2026-03-01 08:06:53,PRESS_01,229.79,88.48,15.0
2026-03-01 08:06:54,PRESS_01,229.51,87.18,15.0
2026-03-01 08:06:55,PRESS_01,230.58,89.16,15.0
2026-03-01 08:06:56,PRESS_01,231.36,89.45,15.0
2026-03-01 08:06:57,PRESS_01,231.66,91.51,15.0
2026-03-01 08:06:58,PRESS_01,230.03,93.16,15.0
2026-03-01 08:06:59,PRESS_01,231.14,95.89,15.0
2026-03-01 08:07:00,PRESS_01,229.51,90.15,15.0
2026-03-01 08:07:01,PRESS_01,231.88,86.91,15.0
2026-03-01 08:07:02,PRESS_01,231.58,90.88,15.0
2026-03-01 08:07:03,PRESS_01,228.93,87.27,15.0
2026-03-01 08:07:04,PRESS_01,229.19,85.43,15.0
2026-03-01 08:07:05,PRESS_01,229.41,91.25,15.0
2026-03-01 08:07:06,PRESS_01,229.43,92.78,15.0
2026-03-01 08:07:07,PRESS_01,231.99,92.55,15.0
2026-03-01 08:07:08,PRESS_01,230.28,85.35,15.0
2026-03-01 08:07:09,PRESS_01,229.16,89.72,15.0
2026-03-01 08:07:10,PRESS_01,228.93,89.72,15.0
2026-03-01 08:07:11,PRESS_01,231.93,86.71,15.0
2026-03-01 08:07:12,PRESS_01,232.17,91.77,15.0
2026-03-01 08:07:13,PRESS_01,230.32,88.57,15.0
2026-03-01 08:07:14,PRESS_01,228.95,86.75,15.0
